Index,P/E,EPS (ttm),Insider Own,Shs Outstand,Perf Week,Market Cap,Forward P/E,EPS next Y,Insider Trans,Shs Float,Perf Month,Income,PEG,EPS next Q,Inst Own,Short Float,Perf Quarter,Sales,P/S,EPS this Y,Inst Trans,Short Ratio,Perf Half Y,Book/sh,P/B,ROA,Short Interest,Perf Year,Cash/sh,P/C,EPS next 5Y,ROE,52W Range,Perf YTD,Dividend Est.,P/FCF,EPS past 5Y,ROI,52W High,Beta,Dividend TTM,Quick Ratio,Sales past 5Y,Gross Margin,52W Low,ATR (14),Dividend Ex-Date,Current Ratio,EPS Y/Y TTM,Oper. Margin,RSI (14),Volatility,Employees,Debt/Eq,Sales Y/Y TTM,Profit Margin,Recom,Target Price,Option/Short,LT Debt/Eq,EPS Q/Q,Payout,Rel Volume,Prev Close,Sales Surprise,EPS Surprise,Sales Q/Q,Earnings,Avg Volume,Price,SMA20,SMA50,SMA200,Trades,Volume,Change,Ticker
RUT,7.15,4.15,8.81%,10.01M,-6.22%,292.10M,4.30,38.43%,-12.11%,8.97M,-16.52%,41.23M,0.17,0.68,83.86%,2.72%,-12.54%,588.50M,0.50,20.57%,-9.30%,5.18,-4.87%,35.67,0.83,2.15%,0.24M,25.62%,13.80,2.15,42.90%,12.14%,22.89 - 37.52,-12.57%,1.20 (4.04%),1.11,1.73%,2.96%,-20.82%,1.28,1.20 (4.04%),-,10.71%,97.61%,29.79%,1.20,"Feb 20, 2025",-,151.08%,21.85%,33.09,4.54% 3.51%,2131,4.24,6.73%,7.01%,2.33,41.75,Yes / Yes,2.90,221.97%,28.98%,0.14,28.98,2.63%,10.27%,9.30%,Feb 05 AMC,47.14K,29.71,-8.67%,-12.80%,-5.56%,,"1,665",2.52%,RM
RUT,12.98,1.32,14.75%,15.84M,-8.67%,547.09M,10.51,-2.39%,0.00%,14.36M,-6.58%,22.17M,-,0.41,73.20%,2.15%,-23.58%,855.42M,0.64,23.16%,-0.05%,2.06,-29.85%,14.07,1.22,3.36%,0.31M,-26.23%,4.63,3.71,-,9.28%,16.89 - 26.43,-16.76%,1.80 (10.48%),10.47,-21.37%,6.45%,-35.00%,1.06,1.80 (10.48%),-,6.32%,12.68%,1.72%,0.45,"Jan 27, 2025",-,-61.51%,6.85%,32.73,3.60% 2.16%,1000,0.47,-12.10%,2.59%,3.00,24.00,Yes / Yes,0.45,-8.33%,123.22%,1.60,16.91,-18.26%,2.70%,-16.11%,Feb 05 AMC,149.89K,17.18,-4.83%,-8.35%,-23.76%,,"61,052",1.60%,RMR
-,6.76,35.08,4.68%,50.18M,-2.80%,11.67B,6.42,46.27%,-0.25%,46.95M,2.59%,1.81B,-,1.19,101.60%,2.96%,-11.92%,11.66B,1.00,-41.28%,-1.26%,2.56,-7.04%,195.77,1.21,4.18%,1.39M,0.42%,-,-,-2.18%,18.40%,208.98 - 300.00,-4.75%,1.59 (0.67%),2.80,16.66%,14.88%,-21.00%,0.29,1.56 (0.66%),-,25.92%,-,13.41%,5.15,"Mar 14, 2025",0.75,-31.48%,26.15%,47.19,2.10% 2.06%,945,0.19,28.22%,15.50%,2.40,265.09,Yes / Yes,0.15,-112.77%,4.43%,0.38,236.23,-27.22%,14.37%,-29.34%,Jan 28 AMC,541.74K,237.00,0.45%,-2.17%,-4.57%,,"51,733",0.33%,RNR
RUT,10.35,3.26,2.53%,63.57M,-2.72%,2.15B,10.09,83.11%,-0.27%,54.94M,-11.43%,195.46M,-,0.50,104.71%,9.60%,-8.62%,1.09B,1.97,-44.19%,3.75%,8.94,5.93%,42.13,0.80,1.10%,5.28M,11.46%,-,-,-,7.86%,27.98 - 39.63,-5.68%,0.92 (2.72%),18.54,2.59%,6.20%,-14.92%,0.95,0.88 (2.61%),-,9.12%,-,20.51%,0.92,"Mar 17, 2025",0.08,27.09%,23.72%,32.91,2.74% 2.38%,2200,0.22,16.70%,17.95%,1.83,43.83,Yes / Yes,0.18,40.60%,26.90%,0.30,33.29,-0.19%,22.44%,1.17%,Jan 28 AMC,590.05K,33.72,-5.23%,-7.47%,-1.42%,,"44,650",1.29%,RNST
RUT,14.57,4.47,1.54%,30.35M,-2.10%,1.98B,11.79,12.73%,0.00%,29.89M,11.66%,137.34M,-,0.81,99.37%,1.30%,-6.15%,1.31B,1.51,15.22%,-0.95%,1.46,-1.73%,34.53,1.88,10.27%,0.39M,-14.22%,8.88,7.33,-,13.99%,55.31 - 81.90,10.50%,-,12.80,17.54%,12.68%,-20.53%,1.17,-,2.01,8.51%,27.53%,17.67%,2.23,"Dec 30, 2008",2.56,24.50%,12.67%,54.17,3.14% 3.45%,2097,0.04,-5.01%,10.49%,1.00,92.67,Yes / Yes,0.03,137.72%,0.00%,1.21,63.17,-1.91%,11.29%,-8.14%,Feb 19 BMO,266.97K,65.08,0.61%,4.96%,-3.59%,,"82,010",3.03%,ROCK
RUT,14.18,3.73,21.92%,62.60M,-4.64%,4.19B,11.59,18.29%,-1.08%,61.88M,-10.31%,304.15M,-,0.72,80.31%,5.01%,-12.89%,7.80B,0.54,3.63%,-,9.58,10.71%,27.02,1.96,6.77%,3.10M,10.02%,2.87,18.39,-,15.16%,40.99 - 65.43,-3.58%,0.75 (1.42%),23.78,17.29%,11.10%,-19.26%,0.97,0.89 (1.68%),0.36,7.67%,18.74%,28.89%,1.89,"Mar 03, 2025",1.45,-9.80%,5.99%,35.55,3.81% 3.50%,7938,0.81,-1.52%,3.90%,1.00,68.50,Yes / Yes,0.28,-4.56%,18.83%,0.54,52.01,8.18%,8.98%,-0.98%,Feb 18 AMC,323.38K,52.83,-6.59%,-8.82%,-0.93%,,"44,103",1.58%,RUSHA
-,12.41,8.90,0.02%,1.41B,-3.95%,156.11B,11.04,7.24%,0.00%,1.41B,-6.63%,12.61B,7.57,2.21,46.35%,0.87%,-12.23%,98.41B,1.59,8.59%,-2.71%,10.30,-10.35%,59.99,1.84,0.86%,12.35M,9.86%,-,-,1.64%,14.39%,95.84 - 128.05,-8.29%,4.18 (3.78%),-,4.62%,9.40%,-13.69%,0.82,4.10 (3.71%),-,16.78%,-,15.32%,2.38,"Apr 24, 2025",0.62,12.26%,15.28%,36.94,1.94% 1.98%,94838,2.43,9.19%,12.81%,1.33,135.06,Yes / Yes,0.46,34.57%,49.70%,0.62,108.81,5.88%,9.95%,2.27%,Feb 27 BMO,1.20M,110.52,-4.62%,-6.80%,-5.90%,,"188,686",1.57%,RY
-,14.37,3.26,0.06%,540.50M,-2.94%,25.02B,11.93,27.98%,0.00%,533.02M,2.78%,1.82B,2.67,-0.60,46.85%,1.27%,1.40%,14.98B,1.67,-15.54%,-,4.37,4.33%,15.65,3.00,10.69%,6.78M,-15.48%,5.39,8.71,5.39%,21.21%,36.96 - 60.29,7.63%,0.84 (1.80%),16.34,15.29%,17.60%,-22.18%,1.35,0.86 (1.83%),0.86,49.94%,18.76%,26.96%,1.51,"Jan 17, 2025",0.86,-15.92%,12.52%,51.29,3.39% 2.75%,27076,0.33,5.39%,12.14%,2.05,48.68,Yes / Yes,0.22,943.53%,20.75%,1.81,46.40,4.96%,196.27%,8.76%,Jan 27 BMO,1.55M,46.92,0.31%,2.89%,4.60%,,"715,771",1.12%,RYAAY
RUT,9.46,6.17,62.76%,22.08M,-12.31%,1.98B,8.10,15.65%,0.00%,12.61M,-18.65%,216.00M,-,1.42,44.84%,11.28%,-13.13%,14.22B,0.14,11.27%,-3.08%,7.65,9.08%,31.14,1.88,3.84%,1.42M,11.58%,1.30,44.95,-,22.11%,47.82 - 76.78,-7.81%,1.30 (2.23%),-,13.29%,6.88%,-23.94%,1.41,1.25 (2.14%),0.35,6.98%,14.36%,22.12%,2.36,"Mar 14, 2025",1.09,24.64%,3.25%,21.54,4.41% 3.67%,10800,3.89,-1.03%,1.52%,1.89,83.43,Yes / Yes,1.95,49.70%,20.25%,0.55,59.67,7.88%,3.32%,8.67%,Feb 12 BMO,185.91K,58.40,-13.53%,-15.16%,-5.23%,,"26,127",-2.13%,SAH
-,8.06,0.83,0.00%,15.14B,-0.74%,101.57B,6.99,10.59%,-,15.14B,12.77%,13.60B,0.79,0.20,2.57%,0.04%,37.22%,145.94B,0.70,8.25%,0.63%,1.27,41.26%,6.75,0.99,0.70%,5.87M,52.50%,-,-,10.16%,13.16%,4.27 - 6.83,47.15%,0.25 (3.78%),-,16.52%,3.50%,-1.76%,0.82,0.21 (3.13%),-,12.08%,-,57.14%,0.18,"Apr 30, 2025",0.32,19.02%,14.04%,67.69,1.83% 1.93%,206753,5.32,6.56%,9.32%,1.68,6.76,Yes / Yes,2.80,16.68%,19.32%,1.75,6.45,6.23%,15.78%,4.06%,Feb 05 BMO,4.63M,6.71,5.58%,20.10%,33.87%,,"2,068,456",4.03%,SAN
RUT,4.53,0.83,45.95%,105.29M,-0.92%,396.34M,4.26,64.29%,0.00%,56.90M,5.17%,89.38M,0.37,0.05,28.81%,1.87%,-4.44%,307.63M,1.29,-20.94%,-2.27%,1.56,-18.15%,7.90,0.48,7.10%,1.07M,-25.30%,1.22,3.09,12.15%,11.99%,3.31 - 6.33,5.46%,0.19 (5.07%),-,81.06%,6.82%,-40.52%,0.91,0.20 (5.31%),1.74,12.40%,45.56%,13.75%,0.12,"Mar 03, 2025",1.91,35.92%,36.78%,53.11,2.51% 3.40%,1104,0.65,8.17%,29.05%,1.00,5.10,Yes / Yes,0.58,-28.89%,24.07%,0.69,3.75,1.89%,4.60%,-13.12%,Feb 18 AMC,684.91K,3.77,0.35%,4.13%,-17.10%,,"121,061",0.40%,SB
-,11.13,1.72,10.88%,6.55M,-5.45%,124.75M,8.76,9.00%,0.06%,5.82M,-20.13%,11.44M,-,0.40,53.48%,2.00%,-12.35%,80.89M,1.54,16.96%,4.27%,4.78,11.90%,19.47,0.98,0.84%,0.12M,29.42%,-,-,-,9.08%,13.01 - 24.48,-8.70%,0.60 (3.14%),12.46,3.56%,6.35%,-22.02%,0.52,0.57 (2.99%),-,6.28%,-,46.73%,0.92,"Feb 14, 2025",0.03,-2.85%,16.88%,25.06,3.35% 4.10%,244,0.59,6.80%,14.14%,1.00,26.00,No / Yes,0.41,-2.88%,32.71%,0.45,19.18,-,26.83%,2.61%,Jan 23 AMC,24.35K,19.09,-8.66%,-10.71%,2.78%,,"2,761",-0.47%,SBFG
RUT,3.16,4.64,43.02%,42.64M,1.80%,974.40M,7.53,263.02%,0.89%,37.88M,1.94%,310.00M,-,-0.68,40.58%,6.18%,-19.89%,3.55B,0.27,-125.47%,-2.41%,8.97,15.70%,8.78,1.67,4.75%,2.34M,12.25%,10.49,1.40,-,71.43%,11.13 - 18.45,-9.17%,1.00 (6.82%),69.60,56.20%,6.45%,-20.57%,1.31,1.00 (6.82%),2.45,0.08%,42.56%,31.71%,0.67,"Mar 10, 2025",2.45,196.86%,14.97%,51.40,5.05% 4.82%,7200,7.34,13.21%,8.74%,3.00,18.00,Yes / Yes,7.24,148.74%,21.32%,0.86,14.39,-0.18%,30.81%,21.55%,Feb 26 AMC,260.81K,14.66,1.43%,-1.70%,-1.79%,,"57,399",1.87%,SBGI
RUT,5.43,1.67,1.77%,101.87M,-2.85%,922.18M,4.60,9.05%,-0.98%,100.15M,-1.47%,176.04M,0.78,0.39,112.72%,11.85%,-28.84%,3.72B,0.25,6.80%,5.34%,4.86,-26.28%,6.44,1.40,6.47%,11.87M,-23.61%,1.04,8.74,6.96%,29.39%,8.52 - 14.79,-13.44%,-,6.67,-8.67%,8.58%,-38.84%,1.33,-,0.44,-0.64%,48.15%,6.16%,0.44,-,2.27,6.28%,8.43%,42.25,4.82% 5.41%,27000,2.36,0.57%,4.73%,2.43,12.75,Yes / Yes,2.12,64.60%,0.00%,0.98,8.97,-0.56%,0.00%,0.71%,Feb 13 BMO,2.44M,9.05,-1.18%,-10.30%,-22.30%,,"610,679",0.84%,SBH
-,5.70,2.86,5.19%,118.83M,1.49%,1.94B,4.88,93.04%,0.00%,112.66M,3.75%,304.65M,0.35,-0.26,34.72%,2.78%,1.43%,1.27B,1.53,-34.11%,-15.39%,1.40,-20.24%,21.30,0.77,8.56%,3.13M,-33.89%,3.67,4.44,16.31%,14.71%,14.30 - 27.47,9.10%,1.16 (7.11%),4.77,-,8.63%,-40.63%,0.76,2.14 (13.12%),1.49,18.15%,34.73%,14.06%,0.58,"Mar 04, 2025",1.65,62.94%,27.11%,57.42,3.25% 3.75%,216,0.51,33.31%,24.07%,1.50,21.38,Yes / Yes,0.42,-20.79%,89.29%,1.54,16.40,-8.69%,-3.38%,17.25%,Feb 18 AMC,2.23M,16.31,3.47%,5.85%,-17.33%,,"873,822",-0.55%,SBLK
RUT,9.97,2.91,5.76%,30.38M,-1.96%,883.12M,9.78,4.76%,-0.96%,28.64M,-7.16%,88.49M,-,0.68,57.38%,2.94%,-17.21%,456.12M,1.94,-3.50%,2.43%,7.06,-9.89%,26.73,1.09,1.05%,0.84M,2.72%,-,-,-,11.16%,25.30 - 38.00,-8.50%,1.49 (5.14%),9.89,5.79%,9.03%,-23.53%,0.56,1.44 (4.96%),-,10.86%,-,14.86%,0.66,"Feb 20, 2025",0.10,3.68%,23.54%,34.75,2.19% 2.06%,778,1.20,15.33%,19.40%,3.00,36.50,Yes / Yes,0.21,25.07%,49.42%,0.09,28.85,0.56%,0.21%,12.78%,Jan 29 BMO,119.14K,29.06,-3.33%,-6.18%,-8.42%,,"2,770",0.73%,SBSI
RUT,11.42,0.95,25.33%,94.08M,-7.03%,1.24B,10.05,2.84%,-0.03%,84.92M,-8.59%,110.60M,1.07,0.20,73.43%,1.92%,-17.14%,3.15B,0.39,13.44%,-0.63%,2.62,-18.25%,8.20,1.33,4.84%,1.63M,-13.79%,3.57,3.05,10.65%,12.23%,10.78 - 14.74,-7.74%,0.40 (3.67%),7.75,-8.37%,7.42%,-26.02%,1.11,0.40 (3.67%),1.21,-2.29%,33.27%,1.16%,0.32,"Dec 30, 2024",1.57,52.27%,6.00%,33.67,3.05% 2.80%,11300,0.64,-1.03%,3.51%,1.00,16.50,Yes / Yes,0.60,-37.58%,58.72%,0.45,10.79,-0.21%,33.93%,2.19%,Mar 26 AMC,622.15K,10.90,-8.02%,-6.59%,-14.45%,,"70,676",1.07%,SCS
RUT,14.08,2.54,8.17%,23.61M,-2.67%,838.59M,9.34,13.24%,-6.95%,21.55M,-3.72%,62.93M,0.92,0.78,101.91%,9.02%,-30.76%,3.02B,0.28,9.74%,-2.41%,7.64,-18.94%,38.14,0.94,3.61%,1.94M,-16.53%,4.71,7.59,15.37%,6.79%,35.05 - 53.90,-24.68%,-,3.42,6.42%,6.06%,-33.69%,1.31,-,1.30,0.51%,12.15%,1.97%,1.20,-,2.11,-25.15%,2.86%,32.66,3.55% 2.85%,2300,0.17,-15.92%,2.08%,2.50,50.50,Yes / Yes,0.15,-45.49%,0.00%,0.25,35.24,-12.85%,-6.25%,-15.52%,Jan 30 BMO,254.34K,35.74,-2.07%,-14.86%,-22.82%,,"16,466",1.42%,SCSC
RUT,8.07,2.72,36.55%,27.17M,-4.72%,595.78M,7.80,6.98%,6.09%,17.24M,-12.58%,74.62M,1.61,0.44,71.79%,17.56%,-38.57%,1.22B,0.49,-2.72%,1.61%,6.54,-44.86%,23.39,0.94,6.95%,3.03M,-29.93%,3.35,6.54,5.01%,12.38%,20.51 - 46.92,-33.72%,-,8.05,16.91%,7.83%,-53.27%,1.34,0.54 (2.46%),0.89,4.62%,35.86%,6.89%,1.01,"Jan 13, 2025",3.88,-5.74%,8.06%,37.86,5.10% 4.28%,5300,0.59,2.83%,6.12%,1.67,33.50,Yes / Yes,0.50,-12.50%,16.44%,0.62,21.49,-3.18%,5.73%,-4.07%,Mar 20 BMO,462.70K,21.92,-1.92%,-16.15%,-37.90%,,"72,782",2.02%,SCVL
-,10.64,1.81,83.39%,8.85M,-10.50%,817.74M,10.98,11.18%,0.02%,8.52M,-15.22%,16.07M,-,0.29,18.51%,4.44%,-41.41%,975.46M,0.84,-12.82%,-0.26%,3.40,-44.02%,8.32,2.32,3.88%,0.38M,-37.82%,0.53,36.57,-1.12%,11.38%,19.00 - 39.50,-24.84%,-,25.93,-,20.95%,-51.22%,1.29,-,0.41,23.40%,26.31%,1.42%,1.34,-,5.47,-26.53%,12.22%,31.88,7.73% 6.34%,378,0.04,27.57%,1.65%,3.17,22.60,No / Yes,0.04,-19.83%,0.00%,0.42,19.18,8.12%,1.91%,32.28%,Mar 12 BMO,111.24K,19.27,-11.49%,-16.56%,-34.37%,,"11,713",0.47%,SDHC
RUT,3.79,6.38,4.86%,68.83M,-3.50%,1.50B,5.64,118.02%,0.00%,65.49M,-24.38%,446.00M,-,0.46,95.24%,7.98%,-37.71%,1.39B,1.08,-69.15%,5.27%,5.44,-35.09%,46.95,0.51,10.65%,5.23M,-48.94%,8.16,2.96,-1.46%,15.12%,22.07 - 56.46,-37.98%,0.22 (0.92%),-,-,12.61%,-57.24%,-,-,1.69,2.83%,21.16%,9.43%,1.26,-,1.69,57.21%,13.43%,31.69,5.48% 4.85%,3300,0.21,-7.79%,32.20%,1.21,46.92,Yes / Yes,0.21,60.28%,0.00%,0.55,23.66,-2.91%,627.94%,-29.17%,Feb 26 AMC,960.61K,24.15,-8.52%,-25.46%,-40.79%,,"133,613",2.05%,SDRL
RUT,10.14,1.66,14.73%,128.96M,-6.09%,2.17B,12.40,21.91%,-16.82%,109.97M,-7.84%,205.17M,0.53,0.45,82.56%,4.07%,-15.57%,6.62B,0.33,18.31%,5.76%,4.51,-7.95%,13.04,1.29,2.98%,4.47M,9.06%,0.46,36.32,19.12%,13.35%,14.13 - 22.07,-10.82%,0.18 (1.07%),7.33,8.51%,4.93%,-23.83%,1.38,0.26 (1.57%),1.04,-0.13%,11.12%,18.95%,0.66,"Mar 03, 2025",1.04,-13.10%,7.72%,35.71,3.44% 4.01%,44100,1.61,-0.63%,3.10%,1.40,22.80,Yes / Yes,1.47,-134.44%,30.18%,1.19,16.58,2.29%,3.81%,-20.88%,Feb 20 AMC,990.87K,16.81,-6.84%,-10.33%,-11.50%,,"301,348",1.39%,SEM
RUT,10.24,1.32,10.12%,33.33M,-3.36%,450.26M,7.53,12.79%,0.13%,29.98M,-18.23%,43.89M,-,0.35,57.44%,0.63%,-21.28%,326.49M,1.38,20.45%,1.46%,1.15,-2.03%,16.23,0.83,0.72%,0.19M,20.21%,-,-,-,8.34%,10.06 - 17.61,-14.83%,0.48 (3.56%),8.48,0.72%,6.50%,-23.34%,0.85,0.48 (3.56%),-,39.01%,-,34.19%,0.43,"Feb 13, 2025",0.13,103.33%,18.01%,25.94,3.09% 2.81%,597,0.25,30.29%,13.44%,1.67,19.17,Yes / Yes,0.25,26.46%,36.40%,0.90,13.31,2.45%,12.68%,8.35%,Jan 30 AMC,164.38K,13.50,-8.37%,-12.16%,-5.33%,,"37,531",1.43%,SHBI
-,13.62,5.01,0.01%,3.06B,2.24%,205.99B,8.59,9.13%,0.00%,3.02B,2.29%,16.09B,2.76,1.75,12.61%,0.17%,6.07%,281.12B,0.73,-3.11%,-4.29%,1.19,3.14%,58.32,1.17,4.05%,5.05M,5.86%,12.97,5.27,4.93%,8.82%,60.15 - 74.61,9.00%,2.92 (4.28%),6.26,5.38%,6.60%,-8.47%,0.29,2.78 (4.07%),1.10,4.22%,15.83%,13.54%,1.09,"Feb 14, 2025",1.35,-11.09%,11.01%,62.84,1.51% 1.59%,106000,0.43,-6.61%,5.73%,1.33,81.28,Yes / Yes,0.37,108.88%,54.41%,0.88,67.74,8.02%,-10.80%,-12.46%,Jan 30 BMO,4.26M,68.29,1.76%,3.06%,0.41%,,"959,766",0.81%,SHEL
-,5.12,6.21,0.04%,498.86M,0.22%,15.88B,4.29,7.90%,0.00%,498.68M,-6.22%,3.15B,0.55,1.98,3.95%,0.15%,-9.70%,28.29B,0.56,11.68%,0.34%,2.73,-20.90%,70.06,0.45,0.61%,0.73M,-8.80%,-,-,9.29%,8.57%,29.25 - 46.05,-3.19%,1.58 (4.97%),13.32,0.62%,3.68%,-30.88%,0.85,1.56 (4.91%),-,4.00%,-,8.82%,0.69,"Sep 30, 2024",0.26,0.74%,16.42%,40.04,1.54% 1.79%,-,2.90,-0.66%,11.14%,1.35,48.25,Yes / Yes,1.45,-31.62%,20.03%,0.50,31.63,-6.47%,-26.76%,-9.82%,Feb 06 AMC,266.85K,31.83,-2.17%,-5.57%,-15.49%,,"33,899",0.63%,SHG
-,3.46,2.09,29.44%,18.19M,2.12%,149.23M,3.60,298.81%,0.00%,12.84M,4.47%,41.61M,0.12,-0.45,24.63%,2.62%,-3.34%,167.46M,0.89,-78.82%,14.64%,1.43,-29.57%,12.82,0.56,8.13%,0.34M,-13.58%,1.69,4.27,29.26%,16.96%,6.55 - 13.03,4.17%,0.54 (7.50%),163.99,-,8.01%,-44.45%,0.14,0.56 (7.73%),0.52,27.34%,52.24%,10.53%,0.29,"Mar 27, 2025",0.55,2989.91%,37.47%,56.16,4.66% 3.98%,81,0.98,51.91%,24.85%,1.00,12.00,Yes / Yes,0.98,-41.87%,26.54%,1.04,7.33,4.98%,31.94%,5.70%,Mar 06 BMO,234.69K,7.24,2.54%,3.65%,-21.46%,,"62,200",-1.23%,SHIP
RUT,10.74,2.35,5.49%,72.16M,-12.47%,1.83B,8.90,18.51%,-0.04%,68.41M,-32.80%,169.39M,1.42,0.47,101.90%,5.78%,-41.90%,2.28B,0.80,-10.21%,1.76%,4.10,-41.94%,11.75,2.15,12.28%,3.95M,-39.40%,2.81,9.00,7.58%,20.20%,25.00 - 50.01,-40.53%,0.92 (3.66%),10.63,6.86%,17.69%,-49.44%,1.01,0.84 (3.32%),1.54,8.96%,40.07%,1.15%,1.30,"Mar 10, 2025",2.16,1.51%,10.29%,13.05,4.40% 4.19%,4800,0.18,15.03%,7.43%,2.64,38.11,Yes / Yes,0.13,-0.25%,35.69%,1.50,25.68,6.39%,3.89%,11.37%,Feb 26 BMO,963.12K,25.29,-22.38%,-32.16%,-40.85%,,"366,929",-1.53%,SHOO
RUT,5.43,8.69,4.08%,43.50M,-6.23%,2.05B,5.16,5.18%,-10.92%,41.72M,-13.24%,481.40M,28.57,6.25,110.15%,11.05%,-44.38%,6.85B,0.30,-16.26%,3.30%,2.94,-39.60%,41.36,1.14,9.99%,4.61M,-51.38%,3.63,13.01,0.19%,29.15%,45.55 - 112.06,-41.56%,1.15 (2.44%),4.98,-,16.58%,-57.91%,1.74,1.16 (2.46%),0.23,6.64%,39.50%,3.55%,2.65,"Jan 24, 2025",1.54,15.42%,8.12%,36.07,4.77% 5.13%,27991,0.76,-6.69%,7.03%,1.88,77.40,Yes / Yes,0.61,83.59%,6.13%,0.33,46.42,-1.33%,-24.84%,-3.05%,Mar 19 BMO,1.57M,47.17,-6.90%,-18.35%,-42.62%,,"133,438",1.60%,SIG
-,9.01,2.36,0.00%,383.19M,-0.75%,8.16B,9.76,6.43%,-,383.17M,-0.98%,907.22M,1.68,0.60,6.38%,0.28%,-2.20%,13.16B,0.62,-1.89%,1.43%,4.20,-11.18%,20.03,1.06,4.11%,1.06M,-4.27%,4.16,5.12,5.37%,11.19%,19.88 - 24.58,1.24%,1.25 (5.88%),4.27,4.36%,6.83%,-13.34%,0.79,1.00 (4.71%),0.79,-2.66%,21.24%,7.14%,0.34,"Sep 30, 2024",0.81,12.31%,10.17%,43.17,1.06% 1.20%,5579,0.99,-2.34%,6.89%,1.37,23.94,Yes / Yes,0.73,58.24%,55.94%,0.89,21.49,-1.87%,137.52%,-5.70%,Feb 12 BMO,253.37K,21.30,-3.01%,-1.39%,-3.96%,,"57,610",-0.88%,SKM
-,13.56,4.15,13.46%,129.85M,-4.56%,8.41B,10.72,15.96%,-1.16%,129.26M,-10.49%,639.47M,1.13,1.19,83.47%,5.55%,-20.02%,8.97B,0.94,2.96%,1.42%,2.98,-14.20%,28.66,1.96,7.99%,7.17M,-8.08%,8.27,6.81,12.03%,15.42%,53.79 - 78.85,-16.27%,-,31.07,13.08%,11.58%,-28.60%,1.08,-,1.12,12.58%,50.79%,4.67%,2.41,-,1.97,19.16%,10.08%,33.81,4.75% 3.86%,20100,0.51,12.11%,7.13%,1.47,80.71,Yes / Yes,0.29,16.42%,0.00%,0.53,55.97,-0.38%,14.97%,12.82%,Feb 06 AMC,2.41M,56.30,-6.72%,-15.74%,-15.20%,,"326,457",0.59%,SKX
RUT,11.04,7.77,3.73%,40.33M,-2.56%,3.46B,8.34,11.76%,-6.99%,38.83M,-22.56%,322.96M,0.67,2.06,92.02%,4.47%,-19.75%,3.53B,0.98,18.46%,1.92%,3.93,15.27%,59.73,1.44,4.31%,1.73M,27.27%,19.88,4.32,16.55%,14.28%,64.30 - 135.57,-14.30%,0.10 (0.12%),9.50,3.26%,7.00%,-36.70%,1.84,-,0.68,5.55%,22.36%,33.46%,4.41,"Mar 30, 2020",0.78,794.72%,14.02%,32.82,5.46% 4.53%,-,1.15,20.18%,9.15%,2.00,128.80,Yes / Yes,0.92,456.90%,0.00%,0.56,83.90,3.15%,30.43%,25.62%,Jan 30 AMC,441.18K,85.82,-8.71%,-18.09%,-7.20%,,"63,065",2.28%,SKYW
S&P 500,13.22,3.11,0.21%,1.40B,-0.68%,55.88B,10.87,10.08%,-13.11%,1.36B,-0.87%,4.46B,1.94,0.74,89.42%,5.70%,0.54%,36.31B,1.54,0.70%,1.02%,5.38,3.84%,15.08,2.72,9.21%,77.41M,-20.32%,3.43,11.97,6.83%,21.59%,36.52 - 55.69,7.17%,1.14 (2.77%),11.96,-,13.64%,-26.22%,1.13,1.11 (2.70%),1.11,3.78%,21.07%,12.52%,1.26,"Feb 05, 2025",1.45,6.53%,17.95%,52.18,3.32% 2.96%,110000,0.60,9.58%,12.29%,1.53,52.57,Yes / Yes,0.55,0.18%,35.41%,0.85,39.93,1.09%,2.48%,3.32%,Jan 17 BMO,14.39M,41.09,0.42%,0.76%,-4.17%,,"3,095,957",2.91%,SLB
-,14.30,3.84,0.04%,573.90M,-1.21%,31.47B,9.70,9.71%,0.00%,572.62M,-6.91%,2.24B,1.74,1.21,48.51%,2.11%,-10.05%,30.20B,1.04,10.23%,-2.83%,16.34,-0.70%,28.25,1.94,0.90%,12.10M,0.18%,-,-,8.23%,12.87%,46.41 - 62.85,-7.43%,2.46 (4.48%),4.04,2.89%,7.64%,-12.60%,0.87,2.38 (4.33%),-,1.87%,-,18.36%,1.16,"Feb 26, 2025",0.90,-1.17%,12.40%,44.76,2.07% 2.24%,31768,0.76,-13.74%,7.41%,1.67,62.69,Yes / Yes,0.65,-68.84%,61.53%,0.20,54.30,-,-3.98%,-56.27%,Feb 12 AMC,740.33K,54.93,-0.30%,-3.73%,-0.49%,,"36,992",1.16%,SLF
RUT,8.99,7.20,17.00%,40.60M,-3.58%,2.62B,8.80,10.57%,-0.63%,33.66M,-8.23%,302.00M,-,0.73,81.40%,2.67%,-27.66%,3.77B,0.70,-10.33%,-2.63%,2.50,-12.15%,20.86,3.10,11.03%,0.90M,3.64%,5.06,12.80,-,34.55%,56.20 - 98.02,-18.09%,1.85 (2.86%),5.60,-3.40%,18.04%,-33.97%,1.05,1.65 (2.55%),1.03,0.23%,20.70%,15.17%,2.48,"Apr 08, 2025",1.56,22.51%,11.82%,34.76,4.01% 3.81%,6500,1.03,0.91%,8.00%,2.67,86.33,Yes / Yes,0.98,65.30%,22.95%,0.37,63.64,0.48%,10.11%,0.62%,Feb 12 BMO,359.14K,64.72,-5.50%,-12.98%,-16.71%,,"33,722",1.70%,SLVM
